City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
249,griffith,41.5284,-87.4237,7.81,83,100,0.0,US,1732088725
250,chongwe,-15.3292,28.682,26.32,37,2,4.26,ZM,1732088726
251,jemna,33.5778,9.0147,21.44,30,100,2.9,TN,1732088726
252,piti village,13.4626,144.6933,29.49,77,20,6.17,GU,1732088726
253,alta sierra,35.7291,-118.5495,1.82,39,52,3.15,US,1732088726
254,ta`u,-14.2336,-169.5144,27.35,85,88,10.23,AS,1732088726
255,sur,22.5667,59.5289,28.78,45,5,2.85,OM,1732088713
256,mahdia,35.5047,11.0622,15.97,59,76,1.83,TN,1732088172
257,hobyo,5.3505,48.5268,28.98,59,6,4.4,SO,1732088726
258,vilyuchinsk,52.9306,158.4028,-1.85,80,6,3.13,RU,1732088726
259,quellon,-43.1167,-73.6167,9.69,95,100,2.95,CL,1732088727
260,aden,12.7794,45.0367,27.6,65,100,3.51,YE,1732088727
261,nadi,-17.8,177.4167,25.0,88,40,2.06,FJ,1732088727
262,remire-montjoly,4.9167,-52.2667,24.02,100,20,0.0,GF,1732088727
263,bikenibeu village,1.3673,173.1241,28.98,84,20,5.14,KI,1732088727
264,mareeba,-17.0,145.4333,27.91,72,100,4.0,AU,1732088727
265,college station,30.628,-96.3344,15.61,66,0,3.6,US,1732088727
266,peterhof,59.8833,29.9,1.61,90,100,8.64,RU,1732088727
267,smidovich,48.6,133.8167,-4.01,32,100,3.43,RU,1732088727
268,mizdah,31.4451,12.9801,19.11,25,100,4.96,LY,1732088728
269,suva,-18.1416,178.4415,24.71,100,75,1.54,FJ,1732088728
270,lodja,-3.4833,23.4333,21.84,99,100,1.23,CD,1732088728
271,caleta de carquin,-11.0925,-77.6267,18.15,87,100,2.73,PE,1732088728
272,whakatane,-37.9585,176.9854,17.51,72,1,1.34,NZ,1732088728
273,the dalles,45.5946,-121.1787,7.43,93,100,7.2,US,1732088728
274,greymouth,-42.4667,171.2,10.61,80,80,4.06,NZ,1732088649
275,kailua-kona,19.6406,-155.9956,22.53,81,1,0.3,US,1732088728
276,noshiro,40.2039,140.0242,7.46,77,97,0.98,JP,1732088728
277,west bay,19.3667,-81.4167,27.02,72,74,5.17,KY,1732088728
278,siler city,35.7235,-79.4622,15.88,95,100,0.0,US,1732088729
279,saint-georges,12.0564,-61.7485,25.82,89,20,2.57,GD,1732088729
280,lusaka,-15.4067,28.2871,25.14,53,0,5.14,ZM,1732088729
281,duba,27.3513,35.6901,24.55,31,0,2.09,SA,1732088729
282,navas de san juan,38.2351,-3.3538,10.43,93,9,1.54,ES,1732088729
283,st. john's,47.5649,-52.7093,9.26,98,100,1.79,CA,1732088729
284,seven pagodas,12.6264,80.1722,30.53,60,91,6.92,IN,1732088729
285,vorkuta,67.5,64.0,-17.45,96,100,3.18,RU,1732088729
286,tinajo,29.0788,-13.7081,21.49,68,0,3.6,ES,1732088729
287,papao,-17.75,-149.55,24.82,76,79,9.23,PF,1732088730
288,mersing,2.4312,103.8405,26.95,94,40,1.03,MY,1732088478
289,bondoukou,8.0333,-2.8,25.13,39,25,1.55,CI,1732088730
290,northam,51.0333,-4.2167,6.45,72,13,8.1,GB,1732088730
291,yeovil,50.9416,-2.6321,2.83,97,8,0.45,GB,1732088730
292,itoman,26.1247,127.6694,25.22,69,75,6.17,JP,1732088730
293,sitka,57.0531,-135.33,0.94,47,40,4.12,US,1732088730
294,uttar char fasson,22.2332,90.7132,26.57,46,0,1.1,BD,1732088730
295,greenville,35.6127,-77.3663,17.97,91,100,0.0,US,1732088731
296,boca chica,18.4537,-69.6111,21.06,100,20,2.06,DO,1732088731
297,juhaynah,26.6732,31.4976,20.18,41,0,3.48,EG,1732088731
298,santa ana,33.7456,-117.8678,16.13,41,20,0.0,US,1732088731
299,takoradi,4.8845,-1.7554,27.0,74,100,0.84,GH,1732088731
300,castillos,-34.1667,-53.8333,15.78,78,100,1.97,UY,1732088731
301,selfoss,63.9331,-20.9971,-7.24,82,4,4.76,IS,1732088731
302,bubaque,11.2833,-15.8333,27.58,70,100,1.19,GW,1732088731
303,lerwick,60.1545,-1.1494,1.0,89,100,9.19,GB,1732088732
304,port alfred,-33.5906,26.891,20.66,99,100,1.79,ZA,1732088732
305,westport,41.1415,-73.3579,10.2,66,75,0.45,US,1732088732
306,rongelap,11.1635,166.8941,28.23,74,100,4.68,MH,1732088732
307,nicoya,10.1483,-85.452,23.04,97,100,1.01,CR,1732088732
308,nagasaki,32.7447,129.8736,17.9,52,75,4.12,JP,1732088732
309,kill devil hills,36.0307,-75.676,16.1,91,40,2.57,US,1732088732
310,mount gambier,-37.8333,140.7667,15.61,63,100,5.67,AU,1732088733
311,micheweni,-4.9667,39.8333,27.9,75,94,1.6,TZ,1732088733
312,nova vicosa,-17.8919,-39.3719,22.82,91,7,2.86,BR,1732088733
313,altay,47.8667,88.1167,-0.38,71,0,1.98,CN,1732088733
314,holualoa,19.6228,-155.9522,20.46,82,6,0.12,US,1732088733
315,el nido,11.1858,119.3956,31.19,68,100,5.93,PH,1732088733
316,lompoc,34.6391,-120.4579,6.74,77,0,2.06,US,1732088733
317,camiri,-20.05,-63.5167,18.24,97,100,0.75,BO,1732088676
318,cox's bazar,21.4532,91.9798,26.71,70,1,4.75,BD,1732088733
319,aykhal,66.0,111.5,-22.01,100,99,1.98,RU,1732088733
320,broken hill,-31.95,141.4333,28.7,11,0,5.3,AU,1732088524
321,yuzhno-kurilsk,44.0306,145.8556,4.18,69,100,3.18,RU,1732088734
322,sakakah,29.9697,40.2064,17.76,31,0,2.28,SA,1732088734
323,loen,7.7601,168.2307,28.62,77,100,6.02,MH,1732088734
324,tlapa de comonfort,17.55,-98.55,18.63,87,100,1.84,MX,1732088734
325,mossel bay,-34.1831,22.146,19.96,76,100,4.76,ZA,1732088734
326,karratha,-20.7377,116.8463,31.34,50,11,8.89,AU,1732088734
327,okondja,-0.6549,13.6753,25.81,81,92,0.7,GA,1732088734
328,serhetabat,35.2799,62.3438,19.32,47,90,6.21,TM,1732088735
329,lautoka,-17.6167,177.4667,24.92,88,40,2.06,FJ,1732088735
330,nguruka,-5.1092,31.0419,27.88,51,14,2.65,TZ,1732088735
331,batesville,35.7698,-91.641,14.23,75,0,2.57,US,1732088735
332,bayanhongor,46.7167,100.1167,-11.31,82,0,0.5,MN,1732088735
333,bodo,67.28,14.405,0.02,60,0,11.32,NO,1732088735
334,ciudad victoria,23.7333,-99.1333,19.86,44,18,2.09,MX,1732088735
335,seme,15.1942,-12.9448,24.82,17,100,5.04,SN,1732088735
336,wailea,19.8858,-155.123,21.83,97,55,3.22,US,1732088735
337,gutao,37.2025,112.1781,11.25,36,0,2.35,CN,1732088735
338,binbrook,43.121,-79.804,8.2,96,100,3.09,CA,1732088736
339,punta del este,-34.9667,-54.95,17.71,82,0,1.54,UY,1732088491
340,perry,37.2506,-83.1999,16.4,96,89,1.26,US,1732088736
341,albertina,-22.2008,-46.6158,19.3,84,96,2.6,BR,1732088736
